,Code,Date,Title,Contents,Readcnt,Agreecnt,Disagreecnt
10,086520,2023-08-30,테슬라 6%급등,ㅈ,13,0,0
11,086520,2023-08-29,BPS 5만원대, BPS가 고작 5만원대 이네요 현주가와 비교하면 넘 고평가 이네요 개미님들 조심 하셔야 되지 않을까요? 122만원 - 5만원 = 117만원 2분기에는 당기순이익이 2천억대 적자 이네요 주식은 항상 오르면 좋지만 내릴때는 하염없이 내린다는 사실 이지요,10,0,1
12,086520,2023-08-29,4680 및 21700 원통형 배터리 대량생산을 통한 이차전지 매출 증대,금양 ,62,0,0
13,086520,2023-08-29,나스닥선물 애플 테슬라 시간외강세,나스닥선물  애플 테슬라 시간외강세,29,0,0
14,086520,2023-08-29,2차전지 황제대장주 상방스탠스 유지,2차전지 황제대장주 상방스탠스  유지,51,0,0
15,086520,2023-08-29,매수하는날이네요..,오늘 사야지요..,121,1,0
16,086520,2023-08-29,상방스탠스 유지,상방스탠스  유지,60,0,0
17,086520,2023-08-28,에코프로 무작정 기다리기보다는.,에코프로 115명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,89,0,0
18,086520,2023-08-28,에코프로가 2차전지 대장주.. 모든 조건을 갖춘 주식입니다.,"월가의 전설적인 투자자 피터 린치의 말씀처럼 올해 실적 좋고, 내년에도 실적이 좋으며, 내후년에도 실적이 좋아지는 기업의 주가는 막을수 없습니다. 고성장에 실적좋은  기업의 주가가 상승하는건 당연한 이치입니다. 2차전지 우량 기업들 계단식 우상향 패턴 예상됩니다. 조정때 매수하면 될듯 합니다. 유명한 투자자들 한결같이 하는 얘기가 좋은 기업 발굴해서 장기투자해야 큰돈 번다 합니다. 2차전지 대표 기업들 좋은건 이미 알고 있으니 시간투자가 관건이네요.. 거기에 ESS 시장 2030년 지금보다 20배 성장 예상되는데 주가에 전혀 반영이 안됐네요.. 장기로 가시는분은 큰돈벌것이고 단기에 그치시는분은 그저그럴듯 합니다. 인생에 몇번 안오는 기회이니 일일희비 말고 반드시 장기로 투자하세요.. 큰수익 보장됩니다. 워런 버핏 투자방식.. 위대한 기업에 장기투자.. 간단하면서도 진리입니다. 명심하세요~잘못된 공매제도로 우리나라 미래 먹거리 산업인 2차전지 기업 및 투자자들께서 엄청난 피해를 보고 있습니다. 각자 사시는곳 각지역 국회의원들 사무실에 맨날 전화해야 합니다. 당장 공매제도 개선에 앞장서지 않으면 다음 총선때 안찍어준다 엄포도 놔야 합니다. 국민상대로 사기치는 놈들을 그냥 놔둔다는게 말이 됩니까.. 관계당국 바꾸기는 커녕 한통속인듯 묵인하고  있습니다. 이런 공매도들 불법 거래가 반복되는데 개인이 나서서 바꿔야 되지 않겠습니까.. 서로 앞장서서 동참해야 바꿀수 있습니다.",151,7,0
19,086520,2023-08-28,개인만 파네요.. 공매도 박멸 얼마 안남았는데..,안팔고 홀딩만 해도 주가 전고점 뚫고 200만향해 갈건데..,81,1,0
20,086520,2023-08-28,에코프로머티리얼즈 상장. ,4월달에 접수된게 차일피일 미루고 있는데 주주라면 한국거래소 전화해서 강력 항의해야 합니다. 중국에 의존중인 전구체 하루빨리 국내서 생산해 합니다. 한국거래소 공매랑 한통속인듯 합니다. 현재 국익을 헤치는 행의를 하고 있습니다.한국거래소 : 02 3774 9000,152,0,0
21,086520,2023-08-27,부동산 2차 대세폭락 초입 ㅡㅡ,다수 전문가들 왈.  중국 부동산 파산 및 미 금리 강성유지 기조 및 정부 부양약빨 고갈로 인해 하반기 2차 대세폭락 예상된다네요. 혹해서 상반기 오른다고 영끌로 달려드신분들 걱정을 마니 하더군요. ㅉㅉ,56,0,0
22,086520,2023-08-26,테슬라 3.49% 집중,테슬라 3.49% 집중,36,0,0
23,086520,2023-08-24,에코프로 강력매수 종가팀구성 ,에코프로 강력매수 종가팀구성 ,274,0,0
24,086520,2023-08-24,어닝콜 엔비디아 신고가폭등10%테슬라 4%애플3%,어닝콜 엔비디아 신고가폭등10%테슬라 4%애플3%,53,0,0
25,086520,2023-08-24,개인들 단타는 절대 돈못법니다.,"20년투자자.. 외인,기관,공매들 이길려면 장타밖에 없습니다. 워런 버핏 투자방식.. 위대한 기업에 장기투자가 답입니다. 이게 진리입니다. ",98,1,0
26,086520,2023-08-24,한국거래소 나라를 망치게 하네요..,주주분들 한국거래소 전화해서 에코프로머티리얼즈 상장심사 늦어지는데 대해 강력 항의하세요.. 02 3774 9000,61,1,0
27,086520,2023-08-24,"외인,기관 공매도에 안당할려면 안팔고 장기투자가 답입니다.",개인이 안팔고 장기투자하면 공매도 작살내고 무조건 이기는 게임입니다. 큰돈벌고 싶으신분 장기투자하세요..,74,2,0
28,086520,2023-08-24,에코프로머티리얼즈 상장 늦어지는데..,주주로서 한국거래소 전화해서 항의하세요..02 3774 9000,89,0,0
29,086520,2023-08-24,팔지마세요..개인안팔면 주가 전고점 뚫어요,수급들어옵니다. 외인 투자금 본격적으로 들어오기 시작합니다.,130,1,0
30,086520,2023-08-24,어닝콜 엔비디아 신고가폭등 ,어닝콜 엔비디아 신고가폭등 ,33,0,0
31,086520,2023-08-23,현기차 일침놔서 정신차리게 해야 합니다.,"환경부..  전기차 보조금 지급업무 담당하네요.. 중국산 배터리 탑재한 전기차 생산업체에 국민세금으로 보조금 지급하고 있는데 잘못된 제도입니다. 다들 환경부 전화해서 지급 못하게 막아야 합니다. 과거부터 자동차 내수용보다 수출용 더 잘 만들어서 싸게 파는데 이는 국민을 우롱하는짓입니다. 다들 해당기업에 일침을 놔서 바꿔야 합니다. 또한 다음달 15일경 kb자산운용에서 인버스 ETF  상장한다는데 이것도 막아야 합니다. 국내 우량 2차전지 기업가치 훼손시키는 것이고, 해당 기업 성장에 막대한 지장을 줄 가능성이 큽니다.",63,1,1
32,086520,2023-08-23,조정시 매수.. 장기투자만이 돈법니다.,"월가의 전설적인 투자자 피터 린치의 말씀처럼 올해 실적 좋고, 내년에도 실적이 좋으며, 내후년에도 실적이 좋아지는 기업의 주가는 막을수 없습니다. 고성장에 실적좋은  기업의 주가가 상승하는건 당연한 이치입니다. 2차전지 우량 기업들 계단식 우상향 패턴 예상됩니다. 조정때 매수하면 될듯 합니다. 유명한 투자자들 한결같이 하는 얘기가 좋은 기업 발굴해서 장기투자해야 큰돈 번다 합니다. 2차전지 좋은 기업은 이미 알고 있으니 시간투자가 관건이네요.. 장기로 가시는분은 큰돈벌것이고 단기에 그치시는분은 그저그럴듯 합니다. 인생에 몇번 안오는 기회이니 일일희비 말고 반드시 장기로 투자하세요.. 큰수익 보장됩니다. 워런버핏 투자방식.. 위대한 기업에 장기투자.. 간단하면서도 진리입니다. 명심하세요~잘못된 공매제도로 우리나라 미래 먹거리 산업인 2차전지 기업 및 투자자들께서 엄청난 피해를 보고 있습니다. 각자 사시는곳 각지역 국회의원들 사무실에 맨날 전화해야 합니다. 당장 공매제도 개선에 앞장서지 않으면 다음 총선때 안찍어준다 엄포도 놔야 합니다. 국민상대로 사기치는 놈들을 그냥 놔둔다는게 말이 됩니까.. 관계당국 바꾸기는 커녕 한통속인듯 묵인하고  있습니다. 이런 공매도들 불법 거래가 반복되는데 개인이 나서서 바꿔야 되지 않겠습니까.. 서로 앞장서서 동참해야 바꿀수 있습니다.",94,2,0
33,086520,2023-08-22,유럽지수 급등 출발,유럽지수 급등 출발,66,0,0
34,086520,2023-08-22,"테슬라 9,86 엔비디아9.38 광땡 시간외강세 ","테슬라 9,86 엔비디아9.38 광땡 시간외강세 ",78,0,0
35,086520,2023-08-21,종가매수 ,2차공매도전쟁주 종가매수]에코프로 MSCI 리밸런싱 수요 1조7400억원으로 추정,213,0,0
36,086520,2023-08-21,종가매수 ,2차공매도전쟁주 종가매수]에코프로 MSCI 리밸런싱 수요 1조7400억원으로 추정,82,0,0
37,086520,2023-08-21,에코프로 8.31 액티브 자금 유입 9.1패시브 자금 1.7조 2조 유입,에코프로 8.31 액티브 자금 유입 9.1패시브 자금 1.7조 2조 유입,253,0,0
38,086520,2023-08-21,에코프로 ,에코프로 8%美 중국 신장 강제노동 수입 검사 전기차 부품으로 확대 속 반사이익 기대감 등에 상승,116,0,0
39,086520,2023-08-21,한국증시 기승전 금양 에코프로,한국증시 기승전 금양  에코프로,139,0,0
40,086520,2023-08-21,지금부터는 전고점 뚫러갑니다. 한주도 팔면 안됩니다.,8&amp; #x2F;20 대통령 비서실  한미일 정상회의 브리핑.. 앞으로 미국 전기차 4대중 3대가 한국산 배터리 사용한다 발표.. 이렇게 중요한 산업인데 공매도 및 음해세력에 의해 산업 자체가 위협받고 있는데 정부에서 발벗고 나서서 보호해야 되지 않나요.. 국익보다는 자신들의 사익을 우선시 하는 단체 및 세력들 반드시 제거되어야 한다 생각됩니다. 정부관계자들 2차전지 산업 이런 음해 세력들에게  위협받고 있다는것 자체를 모르는듯 합니다. 우리나라 미래 먹거리 산업 2차전지 산업 각별히 신경써서 보호해야 합니다.,179,2,0
41,086520,2023-08-21,엑티브자금 유입.. 한주도 팔지마세요,공매도 작살내기 위해선 장기투자가 선행되어야 합니다. 근래 단타 세력이 장난 치는 바람에 주가 지지부진했네요..8&amp; #x2F;20 대통령 비서실  한미일 정상회의 브리핑.. 앞으로 미국 전기차 4대중 3대가 한국산 배터리 사용한다 발표.. 이렇게 중요한 산업인데 공매도 및 음해세력에 의해 산업 자체가 위협받고 있는데 정부에서 발벗고 나서서 보호해야 되지 않나요.. 국익보다는 자신들의 사익을 우선시 하는 단체 및 세력들 반드시 제거되어야 한다 생각됩니다. 정부관계자들 2차전지 산업 이런 음해 세력들에게  위협받고 있다는것 자체를 모르는듯 합니다. 우리나라 미래 먹거리 산업 2차전지 산업 각별히 신경써서 보호해야 합니다.,103,1,0
42,086520,2023-08-20,8/20 한중일 정상회의 브리핑,8&amp; #x2F;20 대통령 비서실  한미일 정상회의 브리핑.. 미국 전기차 4대중 3대가 한국산 배터리 사용한다 발표.. 이렇게 중요한 산업인데 공매도 및 음해세력에 의해 산업 자체가 위협받고 있는데 정부에서 발벗고 나서서 보호해야 되지 않나요.. 정부관계자들 2차전지 산업 위협받고 있다는것 자체를 모르는듯 합니다,37,1,0
43,086520,2023-08-19,돈벌고 싶으시면 2차전지 우량주에 장기 투자하세요..,"월가의 전설적인 투자자 피터 린치의 말씀처럼 올해 실적 좋고, 내년에도 실적이 좋으며, 내후년에도 실적이 좋아지는 기업의 주가는 막을수 없습니다. 고성장에 실적좋은  기업의 주가가 상승하는건 당연한 이치입니다. 2차전지 우량 기업들 계단식 우상향 패턴 예상됩니다. 조정때 매수하면 될듯 합니다. 유명한 투자자들 한결같이 하는 얘기가 좋은 기업 발굴해서 장기투자해야 큰돈 번다 합니다. 2차전지 좋은 기업은 이미 알고 있으니 시간투자가 관건이네요.. 장기로 가시는분은 큰돈벌것이고 단기에 그치시는분은 그저그럴듯 합니다. 인생에 몇번 안오는 기회이니 일일희비 말고 반드시 장기로 투자하세요.. 큰수익 보장됩니다. 잘못된 공매제도로 우리나라 미래 먹거리 산업인 2차전지 기업 및 투자자들께서 엄청난 피해를 보고 있습니다. 각자 사시는곳 각지역 국회의원들 사무실에 맨날 전화해야 합니다. 당장 공매제도 개선에 앞장서지 않으면 다음 총선때 안찍어준다 엄포도 놔야 합니다. 국민상대로 사기치는 놈들을 그냥 놔둔다는게 말이 됩니까.. 관계당국 바꾸기는 커녕 한통속인듯 묵인하고  있습니다. 이런 공매도들 불법 거래가 반복되는데 개인이 나서서 바꿔야 되지 않겠습니까.. 서로 앞장서서 동참해야 바꿀수 있습니다.",99,1,0
44,086520,2023-08-19,큰돈벌고 싶으신분 꼭보세요..,"월가의 전설적인 투자자 피터 린치의 말씀처럼 올해 실적 좋고, 내년에도 실적이 좋으며, 내후년에도 실적이 좋아지는 기업의 주가는 막을수 없습니다. 호재밖에 없는 기업의 주가가 상승하는건 당연한 이치입니다. 2차전지 우량 기업들 계단식 우상향 패턴 예상됩니다. 조정때 매수하면 될듯 합니다. 유명한 투자자들 한결같이 하는 얘기가 좋은 기업 발굴해서 장기투자해야 큰돈 번다 합니다. 2차전지 좋은 기업은 이미 알고 있으니 시간투자가 관건이네요.. 장기로 가시는분은 큰돈벌것이고 단기에 그치시는분은 그저그럴듯 합니다. 인생에 몇번 안오는 기회이니 일일희비 말고 장기로 투자하세요..잘못된 공매제도로 우리나라 미래 먹거리 산업인 2차전지 기업 및 투자자들께서 엄청난 피해를 보고 있습니다. 각자 사시는곳 각지역 국회의원들 사무실에 맨날 전화해야 합니다. 당장 공매제도 개선에 앞장서지 않으면 다음 총선때 안찍어준다 엄포도 놔야 합니다. 국민상대로 사기치는 놈들을 그냥 놔둔다는게 말이 됩니까.. 관계당국 바꾸기는 커녕 한통속인듯 묵인하고  있습니다. 이런 공매도들 불법 거래가 반복되는데 개인이 나서서 바꿔야 되지 않겠습니까.. 서로 앞장서서 동참해야 바꿀수 있습니다.",51,1,1
45,086520,2023-08-18,개인투자자에게 가장 큰 피해를 입힌자는 불법공매도입니다.,"불법공매도부터 제대로 단속하고 적발이 처벌수준을 미국,프랑스 수준으로 높여야 합니다. 우리나라 증시는 공매들 놀이터입니다. 우리나라 미래먹거리 산업에 중요한 워치에 있는 사람을 구속시킨다는건 지나친 처벌입니다. 길들이기식 처벌로 보이네요..,기업인은 도덕성이 기본이 되어야 하는데 이동채회장 및 부사장은 좀 아쉽네요..",91,1,0
46,086520,2023-08-18,매년 2배씩 성장하는 기업에 공매 치다니.. 누가 죽나 끝까지 해보자,액티브 자금 및 패시브 자금 2~3조가 대기중인데 물량 뺏을려는 공매도 농간에 넘어가 팔고 나가신분들 바보입니다. 에코프로는 물량이 적어 개인들이 안팔고 보유만 해도 주가 상승합니다. 중장기 패턴으로 느긋히 기다리시면 큰수익 가능합니다. 한주도 팔지마시고 홀딩하세요.. 흔들어서 주가 빠지면 여유되신분은 더사면 좋습니다.  https:&amp; #x2F;&amp; #x2F;youtu.be&amp; #x2F;Drz71gZ2gKo,102,1,0
47,086520,2023-08-18,이동채회장 실형확정.. 이미 시장에 반영된 내용,주가에 이미 반영된 내용.. 주주들 입장에서 경영진 불공정거래는 주주에게 피해가 됨.,164,1,0
48,086520,2023-08-18,한주라도 털리시면 바보입니다.,액티브 자금 및 패시브 자금 2~3조가 대기중인데 물량 뺏을려는 공매도 농간에 넘어가 팔고 나가신분들 바보입니다. 에코프로는 물량이 적어 개인들이 안팔고 보유만 해도 주가 상승합니다. 중장기 패턴스로 느긋히 기다리시면 큰수익 가능합니다. 한주도 팔지마시고 홀딩하세요..  흔들어서 주가 빠지면 여유되신분은 더사면 좋습니다. ,110,1,1
49,086520,2023-08-18,"개인투자자 특히 초보자는 에코그룹,포스코그룹에 투자해 놓으세요","가장 안전한 투자처입니다. 외인,기관 매도 리포트  내면서 조정나올때가 개인에겐 매수시점입니다. 2차전지가 가장 성장성 좋고 실적 잘 나오는 섹터입니다. 반도체등 다른 섹터 추천하는놈들은 믿지 마세요..  사기꾼입니다.",191,1,0
50,086520,2023-08-18,우리경제에서 안전하게 투자할수있는곳은 2차전지가 최고입니다.,장기성장 가능하고 수직계열화된 에코그룹 및 포스코그룹이 가장 경쟁력 있으면서 안전한 투자처입니다.,45,0,0
51,086520,2023-08-17,2차전지 미래,이차전지는 미래의  수출1위 품목로 우리의 먹거리다.제2의 반도체와 같다.,187,1,0
52,086520,2023-08-17,"코스피이전상장,무상증자,자회사상장,대형수주계약 등","호재 넘쳐나요.  2024년 하반기부터 양극재 공급이 수요 못따라갑니다. 믿고 묻어두세요.. 공매도 숏스퀴즈,엑티브+패시브자금 약 2조 유입.. 주가 떨어지는게 신기할정도.. 떨어지면 물량 당연 모아야지요..",113,0,0
53,086520,2023-08-17,2차전지 초입단계에 투자안하시면 후회합니다.,"세계적으로 에너지 대전환 시기에 2차전지에 투자할수 있다는게 얼마나 큰 행운입니까.. 이런 대전환  시기의 미래 에너지가 2차전지인데 우리나라 2차전지 기술력 및 생산능력이 세계1위입니다. 2차전지 지금은 초입단계로 앞으로 성장은 우리가 생각하는것보다 더 크게 성장할것으로 예상됩니다. 투자시 본인의 투자시점에서 2차전지주 조정시 매수해서 장기투자하시면 큰수익 얻을수 있을듯 합니다. 아무리 찾아봐도 우리나라 향후 경제섹터중 2차전지보다 고성장하고 돈 잘버는 경제섹터는 없어보입니다. 지구의 심각한 환경 문제에 따른 시대적 흐름과 숙명이 2차전지로의 에너지 대전환을 요구하네요.. 2차전지에서 앞으로 큰 부가 보입니다. 2차전지 시장은 앞으로 상상이상으로 커질듯 합니다. 석유에서 100년만에 2차전지로 에너지 대전환 시기에 우리나라의 기술력 및 생산능력이 세계1위란게 얼마나 다행이고 멋진일입니까.. 앞으로 ESS시장도 2030년엔 지금의 20배이상 성장할듯 합니다. ESS 시장은 전혀 반영이 안됐습니다. 에코그룹,포스코그룹 2차전지 관련 양대산맥 기업들 앞으로 폭발적 성장 확실해 보입니다. 중장기로 보시고 열심히 모아가야 합니다. 성장 가능한 2차전지에 투자하세요.. 본인의 투자시점에서 조정시 매수해서 장기투자하시면 큰수익 얻을수 있을듯 합니다. 아무리 찾아봐도 우리나라 향후 경제섹터중 2차전지보다 고성장하고 돈 잘버는 섹터는 없어보입니다. 지구의 심각한 환경 문제에 따른 시대적 흐름과 숙명이 2차전지로의 에너지 대전환을 요구하네요.. 2차전지에서 앞으로 큰 부가 보입니다. 2차전지 시장은 앞으로 상상이상으로 커질듯 합니다. 석유에서 100년만에 2차전지로 에너지 대전환 시기에 우리나라의 기술력 및 생산능력이 세계1위란게 얼마나 다행이고 멋진일입니까.. 앞으로 ESS시장도 2030년엔 지금의 20배이상 성장할듯 합니다. ESS 시장은 전혀 반영이 안됐습니다. 에코그룹,포스코그룹 2차전지 관련 양대산맥 기업들 앞으로 폭발적 성장 확실해 보입니다. 중장기로 보시고 열심히 모아가야 합니다.",126,1,0
54,086520,2023-08-17,우리경제에서 2차전지보다 좋은 경제섹터는 없습니다.,"과거는 잊어 버리시고 장기 성장 가능한 2차전지에 투자하세요.. 투자시점에서 조정시 매수해서 장기투자하시면 큰수익 얻을수 있을듯 합니다. 아무리 찾아봐도 우리나라 향후 경제섹터중 2차전지보다 고성장하고 독 잘버는 섹터는 없어보입니다. 지구의 심각한 환경 문제에 따른 시대적 흐름과 숙명이 2차전지로의 에너지 대전환을 요구하네요.. 2차전지에서 앞으로 큰 부가 보입니다. 2차전지 시장은 앞으로 상상이상으로 커질듯 합니다. 석유에서 100년만에 2차전지로 에너지 대전환 시기에 우리나라의 기술력 및 생산능력이 세계1위란게 얼마나 다행이고 멋진일입니까.. 앞으로  ESS시장도 2030년엔 지금의 20배이상 성장할듯 합니다. ESS 시장은 전혀 반영이 안됐습니다. 에코그룹,포스코그룹 2차전지 관련 양대산맥 기업들 앞으로  폭발적 성장 확실해 보입니다. 중장기로 보시고 열심히 모아가야 합니다. 주가 떨어뜨리려는 공매 세력 및 음해 세력들 악의적 기사에 현혹되지 마시고, 그냥 무시해 버리세요.. 이들의 목적은 주가 떨어뜨리고 개인 물량 뺏는게 목적입니다. 특히 에코프로는 msci 편입 확정으로 대규모 엑티브 자금 및 패시브 자금 약 2조  유입으로 20~30일안에 폭등 예상됩니다. 공매로 하락시 여유되신분은 열심히 매수하면 좋을듯 합니다.",72,1,0
55,086520,2023-08-16,◆ 에코프로비엠: 50만주 매도 대기(교환사채 700억원): 수급 악재,"◆ 에코프로비엠: 50만주 매도 대기(교환사채 700억원): 수급 악재1. 교환사채 가격 12.5만원: 현 주가 대비 212% 수익중212% 수익으로 교환사채 50만주 언제든 매도 나올 악재2. 1차 교환사채 24만주(300억) 출회: 17% 폭락(7월 27)향후 나올 50만주는 2배 많은 물량: 대 폭락 불가피!◆ 에코프로비엠: 사장, 임원들 줄줄이 주식 팔았다회사 고위직도 고점 인식 매도: 사장이 팔면 보통 폭락◆ 공매도: 고평가에 따른 공매도 폭증: 주가 하락 불가피!공매도는 주가 하락해야 수익: 공매도 엄청 매도 전망----------------------------------------------------------◆ 현대차(우): 상승 요인 8가지? 저가 매수 기회!소외주로, 상승 탄력 받을시 급등: 선 매수 유리1. 상반기 순익: 6.8조원(1위): 실적 대비 초 저평가: 상승여력 ↑2. 외국인: 연일 매수: 올해 88만주 대량 매수중(61% 보유)3. 하반기 사상 최대 실적 전망: 고환율로, 3~4분기도 호 실적4. 매력적 10% 고배당: 배당 수익 엄청남: 매년 배당 증가 추세5. 신형 하이브리드 싼타페: 자체 개발 하이브리드 베터리 장착 판매6. 내년 하반기: 미국 전기차 공장 양산: 보조금 받아 판매 급증7. 인도가 중국 전기차 진출 거절: 현대차 반사이득8. 전고체 베터리 개발 참여로, 언제든 폭죽 터트릴 수 있는 기업◆ 전기차 보조금: 세계 각국 삭감으로 전기차 구매 줄어 듦반면, 현대차(하이브리드차) 판매 급증: 고마진 호재!◆ 현대차(우): 우선주가 보통주 보다 저렴해 많이 살수 있어,우선주가 보통주 보다 배당 2배 더 받아 훨씬 유리",80,0,1
